"ExportFishery","GearType","Vessels","Licenses","Participants","MarineMammalMortality","RFMO","AdditionalInfo"
"Albacore (Thunnus alalunga); Bigeye tuna (Thunnus obesus); Dolphinfishes nei (Coryphaenidae); Swordfish (Xiphias gladius); Tunas nei (Thunnini); Yellowfin tuna (Thunnus albacares)","Set longlines, (Pelagic)",90,60,950,0,"WCPFC",NA
