"ExportFishery","GearType","Vessels","Licenses","Participants","MarineMammalMortality","RFMO","AdditionalInfo"
"Northern prawn (Pandalus borealis); multispecies fishery unspecified (Osteichthyes)","shrimp/prawn trawl, (Bottom)",NA,NA,NA,NA,"NAFO",NA
"Atlantic herring (Clupea harengus); Atlantic mackerel (Scomber scombrus); Blue whiting(=Poutassou) (Micromesistius poutassou); multispecies fishery unspecified (Osteichthyes)","Midwater trawls (not specified), (Pelagic)",NA,NA,NA,NA,"NEAFC",NA
"Finfishes nei (Osteichthyes); Northern prawn (Pandalus borealis)","shrimp/prawn trawl, (Bottom)",NA,NA,NA,NA,"ICCAT",NA
"Greater argentine (Argentina silus); multispecies fishery unspecified (Osteichthyes)","Trawls (not specified), (Bottom)",NA,NA,NA,NA,"NEAFC",NA
"Finfishes nei (Osteichthyes); Northern prawn (Pandalus borealis)","shrimp/prawn trawl, (Bottom)",NA,NA,NA,NA,"NEAFC",NA
"Atlantic herring (Clupea harengus); Atlantic mackerel (Scomber scombrus); Blue whiting(=Poutassou) (Micromesistius poutassou); multispecies fishery unspecified (Osteichthyes)\","Purse seines, (Pelagic)",NA,NA,NA,NA,"NEAFC",NA
