ExportFishery,GearType,Vessels,Licenses,Participants,MarineMammalMortality,RFMO,AdditionalInfo
Northern prawn (Pandalus borealis); Southern white shrimp (Penaeus schmitti); marine shrimps nei,"Single and/or double rig trawl, (Bottom)",54,54,54,,,
