"ExportFishery","GearType","Vessels","Licenses","Participants","MarineMammalMortality","RFMO","AdditionalInfo"
"Albacore (Thunnus alalunga); Anchoveta(=Peruvian anchovy) (Engraulis ringens); Araucanian herring (Strangomera bentincki); Atlantic saury (Scomberesox saurus); Bigeye tuna (Thunnus obesus); Blue fathead (Cubiceps caeruleus); Chilean jack mackerel (Trachurus murphyi); Common dolphinfish (Coryphaena hippurus); Corvina drum (Cilus gilberti); Eastern Pacific bonito (Sarda chiliensis); Jumbo flying squid (Dosidicus gigas); Mote sculpin (Normanichthys crockeri); Oceanic lightfish (Vinciguerria nimbaria); Pacific chub mackerel (Scomber japonicus); Pacific menhaden (Ethmidium maculatum); Pacific sandperch (Prolatilus jugularis); Palm ruff (Seriolella violacea); Patagonian grenadier (Macruronus magellanicus); Patagonian squid (Loligo gahi); Plownose chimaera (Callorhinchus callorynchus); Red­eye round herring (Etrumeus teres); Shortfin scad (Decapterus macrosoma); Silver warehou (Seriolella punctata); Skipjack tuna (Katsuwonus pelamis); Snoek (Thyrsites atun); South Pacific hake (Merluccius gayi); Southern rays bream (Brama australis); Starry butterfish (Stromateus stellatus); Swordfish (Xiphias gladius); White warehou (Seriolella caerulea); Yellowfin tuna (Thunnus albacares); Yellowtail amberjack (Seriola lalandi)","Purse seines, (Pelagic)",27,NA,NA,27.8,"SPRFMO"," South American
sea lion (South American sea lion chilean stock): 27.8"
"Patagonian toothfish (Dissostichus eleginoides)","Longlines (not specified), (Bottom)",1,NA,NA,0,"CCAMLR",NA
"Patagonian toothfish (Dissostichus eleginoides)","Longlines (not specified), (Bottom)",0,NA,NA,NA,"CCAMLR",NA
"Albacore (Thunnus alalunga); Angler(=Monk) (Lophius piscatorius); Bigeye tuna (Thunnus obesus); Blue shark (Prionace glauca); Butterfly kingfish (Gasterochisma melampus); Common dolphinfish (Coryphaena hippurus); Eastern Pacific bonito (Sarda chiliensis); Escolar (Lepidocybium flavobrunneum); Oilfish (Ruvettus pretiosus); Opah (Lampris guttatus); Porbeagle (Lamna nasus); Rays and skates nei (Rajidae); Shortfin mako (Isurus oxyrinchus); Skipjack tuna (Katsuwonus pelamis); Striped marlin (Tetrapturus audax); Striped marlin (Tetrapturus audax); Thresher (Alopias vulpinus); Wahoo (Acanthocybium solandri); Yellowfin tuna (Thunnus albacares); Yellowtail amberjack (Seriola lalandi)","Longlines (not specified), (Pelagic)",100,NA,NA,0,"IATTC",NA
"Albacore (Thunnus alalunga); Angler(=Monk) (Lophius piscatorius); Angler(=Monk) (Lophius piscatorius); Bigeye tuna (Thunnus obesus); Blue shark (Prionace glauca); Blue shark (Prionace glauca); Butterfly kingfish (Gasterochisma melampus); Common dolphinfish (Coryphaena hippurus); Eastern Pacific bonito (Sarda chiliensis); Escolar (Lepidocybium flavobrunneum); Oilfish (Ruvettus pretiosus); Opah (Lampris guttatus); Porbeagle (Lamna nasus); Rays and skates nei (Rajidae); Shortfin mako (Isurus oxyrinchus); Shortfin mako (Isurus oxyrinchus); Skipjack tuna (Katsuwonus pelamis); Striped marlin (Tetrapturus audax); Thresher (Alopias vulpinus); Wahoo (Acanthocybium solandri); Yellowfin tuna (Thunnus albacares); Yellowtail amberjack (Seriola lalandi)","Longlines (not specified), (Pelagic)",100,NA,NA,0,"IATTC",NA
"Albacore (Thunnus alalunga); Bigeye tuna (Thunnus obesus); Blue shark (Prionace glauca); Butterfly kingfish (Gasterochisma melampus); Opah (Lampris guttatus); Porbeagle (Lamna nasus); Shortfin mako (Isurus oxyrinchus); Swordfish (Xiphias gladius); Yellowfin tuna (Thunnus albacares); Yellowtail amberjack (Seriola lalandi)","Gillnets and entangling nets (not specified), (Pelagic)",200,NA,NA,220,"IATTC","Common dolphin, saddleback dolphin (UNKNOWN): 95; Juan Fernandez fur seal (Juan Fernandez Archipelago): 83; Long­finned pilot whale (UNKNOWN): 17; South American sea lion (South American sea lion chilean stock): 17;"
"Albacore (Thunnus alalunga); Angler(=Monk) (Lophius piscatorius); Bigeye tuna (Thunnus obesus); Blue shark (Prionace glauca); Butterfly kingfish (Gasterochisma melampus); Common dolphinfish (Coryphaena hippurus); Eastern Pacific bonito (Sarda chiliensis); Escolar (Lepidocybium flavobrunneum); Oilfish (Ruvettus pretiosus); Opah (Lampris guttatus); Porbeagle (Lamna nasus); Rays and skates nei (Rajidae); Shortfin mako (Isurus oxyrinchus); Shortfin mako (Isurus oxyrinchus); Skipjack tuna (Katsuwonus pelamis); Striped marlin (Tetrapturus audax); Striped marlin (Tetrapturus audax); Swordfish (Xiphias gladius); Thresher (Alopias vulpinus); Wahoo (Acanthocybium solandri); Yellowfin tuna (Thunnus albacares); Yellowtail amberjack (Seriola lalandi)","Longlines (not specified), (Pelagic)",3,NA,NA,0.7,"IATTC","Juan Fernandez fur seal (Juan Fernandez Archipelago): .7"
