"ExportFishery","GearType","Vessels","Licenses","Participants","MarineMammalMortality","RFMO","AdditionalInfo"
"Patagonian toothfish (Dissostichus eleginoides)","Longlines (not specified), (Bottom)",1,1,NA,0,"CCAMLR, IATTC",NA
"Bigeye tuna (Thunnus obesus); Black marlin (Makaira indica); Common dolphinfish (Coryphaena hippurus); Escolar (Lepidocybium flavobrunneum); Marlins nei (Makaira spp); Opah (Lampris guttatus); Skipjack tuna (Katsuwonus pelamis); Swordfish (Xiphias gladius); Tunas nei (Thunnini); Various sharks nei (Selachimorpha (Pleurotremata)); Wahoo (Acanthocybium solandri); Yellowfin tuna (Thunnus albacares)","Longlines (not specified), (Midwater), Longlines (not specified), (Pelagic), Longlines (not specified), (Surface)",277,NA,NA,0,"IATTC",NA
